id,name,height,weight,base_experience,types,abilities,hp,attack,defense,speed,image_url
411,bastiodon,13,1495,173,"['rock', 'steel']","['sturdy', 'soundproof']",60,52,168,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/411.png
412,burmy,2,34,45,['bug'],"['shed-skin', 'overcoat']",40,29,45,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/412.png
413,wormadam-plant,5,65,148,"['bug', 'grass']","['anticipation', 'overcoat']",60,59,85,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/413.png
414,mothim,9,233,148,"['bug', 'flying']","['swarm', 'tinted-lens']",70,94,50,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/414.png
415,combee,3,55,49,"['bug', 'flying']","['honey-gather', 'hustle']",30,30,42,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/415.png
416,vespiquen,12,385,166,"['bug', 'flying']","['pressure', 'unnerve']",70,80,102,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/416.png
417,pachirisu,4,39,142,['electric'],"['run-away', 'pickup', 'volt-absorb']",60,45,70,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/417.png
418,buizel,7,295,66,['water'],"['swift-swim', 'water-veil']",55,65,35,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/418.png
419,floatzel,11,335,173,['water'],"['swift-swim', 'water-veil']",85,105,55,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/419.png
420,cherubi,4,33,55,['grass'],['chlorophyll'],45,35,45,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/420.png
421,cherrim,5,93,158,['grass'],['flower-gift'],70,60,70,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/421.png
422,shellos,3,63,65,['water'],"['sticky-hold', 'storm-drain', 'sand-force']",76,48,48,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/422.png
423,gastrodon,9,299,166,"['water', 'ground']","['sticky-hold', 'storm-drain', 'sand-force']",111,83,68,39,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/423.png
424,ambipom,12,203,169,['normal'],"['technician', 'pickup', 'skill-link']",75,100,66,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/424.png
425,drifloon,4,12,70,"['ghost', 'flying']","['aftermath', 'unburden', 'flare-boost']",90,50,34,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/425.png
426,drifblim,12,150,174,"['ghost', 'flying']","['aftermath', 'unburden', 'flare-boost']",150,80,44,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/426.png
427,buneary,4,55,70,['normal'],"['run-away', 'klutz', 'limber']",55,66,44,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/427.png
428,lopunny,12,333,168,['normal'],"['cute-charm', 'klutz', 'limber']",65,76,84,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/428.png
429,mismagius,9,44,173,['ghost'],['levitate'],60,60,60,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/429.png
430,honchkrow,9,273,177,"['dark', 'flying']","['insomnia', 'super-luck', 'moxie']",100,125,52,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/430.png
431,glameow,5,39,62,['normal'],"['limber', 'own-tempo', 'keen-eye']",49,55,42,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/431.png
432,purugly,10,438,158,['normal'],"['thick-fat', 'own-tempo', 'defiant']",71,82,64,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/432.png
433,chingling,2,6,57,['psychic'],['levitate'],45,30,50,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/433.png
434,stunky,4,192,66,"['poison', 'dark']","['stench', 'aftermath', 'keen-eye']",63,63,47,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/434.png
435,skuntank,10,380,168,"['poison', 'dark']","['stench', 'aftermath', 'keen-eye']",103,93,67,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/435.png
436,bronzor,5,605,60,"['steel', 'psychic']","['levitate', 'heatproof', 'heavy-metal']",57,24,86,23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/436.png
437,bronzong,13,1870,175,"['steel', 'psychic']","['levitate', 'heatproof', 'heavy-metal']",67,89,116,33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/437.png
438,bonsly,5,150,58,['rock'],"['sturdy', 'rock-head', 'rattled']",50,80,95,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/438.png
439,mime-jr,6,130,62,"['psychic', 'fairy']","['soundproof', 'filter', 'technician']",20,25,45,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/439.png
440,happiny,6,244,110,['normal'],"['natural-cure', 'serene-grace', 'friend-guard']",100,5,5,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/440.png
441,chatot,5,19,144,"['normal', 'flying']","['keen-eye', 'tangled-feet', 'big-pecks']",76,65,45,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/441.png
442,spiritomb,10,1080,170,"['ghost', 'dark']","['pressure', 'infiltrator']",50,92,108,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/442.png
443,gible,7,205,60,"['dragon', 'ground']","['sand-veil', 'rough-skin']",58,70,45,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/443.png
444,gabite,14,560,144,"['dragon', 'ground']","['sand-veil', 'rough-skin']",68,90,65,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/444.png
445,garchomp,19,950,300,"['dragon', 'ground']","['sand-veil', 'rough-skin']",108,130,95,102,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/445.png
446,munchlax,6,1050,78,['normal'],"['pickup', 'thick-fat', 'gluttony']",135,85,40,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/446.png
447,riolu,7,202,57,['fighting'],"['steadfast', 'inner-focus', 'prankster']",40,70,40,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/447.png
448,lucario,12,540,184,"['fighting', 'steel']","['steadfast', 'inner-focus', 'justified']",70,110,70,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/448.png
449,hippopotas,8,495,66,['ground'],"['sand-stream', 'sand-force']",68,72,78,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/449.png
450,hippowdon,20,3000,184,['ground'],"['sand-stream', 'sand-force']",108,112,118,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/450.png
451,skorupi,8,120,66,"['poison', 'bug']","['battle-armor', 'sniper', 'keen-eye']",40,50,90,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/451.png
452,drapion,13,615,175,"['poison', 'dark']","['battle-armor', 'sniper', 'keen-eye']",70,90,110,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/452.png
453,croagunk,7,230,60,"['poison', 'fighting']","['anticipation', 'dry-skin', 'poison-touch']",48,61,40,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/453.png
454,toxicroak,13,444,172,"['poison', 'fighting']","['anticipation', 'dry-skin', 'poison-touch']",83,106,65,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/454.png
455,carnivine,14,270,159,['grass'],['levitate'],74,100,72,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/455.png
456,finneon,4,70,66,['water'],"['swift-swim', 'storm-drain', 'water-veil']",49,49,56,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/456.png
457,lumineon,12,240,161,['water'],"['swift-swim', 'storm-drain', 'water-veil']",69,69,76,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/457.png
458,mantyke,10,650,69,"['water', 'flying']","['swift-swim', 'water-absorb', 'water-veil']",45,20,50,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/458.png
459,snover,10,505,67,"['grass', 'ice']","['snow-warning', 'soundproof']",60,62,50,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/459.png
460,abomasnow,22,1355,173,"['grass', 'ice']","['snow-warning', 'soundproof']",90,92,75,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/460.png
461,weavile,11,340,179,"['dark', 'ice']","['pressure', 'pickpocket']",70,120,65,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/461.png
462,magnezone,12,1800,268,"['electric', 'steel']","['magnet-pull', 'sturdy', 'analytic']",70,70,115,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/462.png
463,lickilicky,17,1400,180,['normal'],"['own-tempo', 'oblivious', 'cloud-nine']",110,85,95,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/463.png
464,rhyperior,24,2828,268,"['ground', 'rock']","['lightning-rod', 'solid-rock', 'reckless']",115,140,130,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/464.png
465,tangrowth,20,1286,187,['grass'],"['chlorophyll', 'leaf-guard', 'regenerator']",100,100,125,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/465.png
466,electivire,18,1386,270,['electric'],"['motor-drive', 'vital-spirit']",75,123,67,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/466.png
467,magmortar,16,680,270,['fire'],"['flame-body', 'vital-spirit']",75,95,67,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/467.png
468,togekiss,15,380,273,"['fairy', 'flying']","['hustle', 'serene-grace', 'super-luck']",85,50,95,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/468.png
469,yanmega,19,515,180,"['bug', 'flying']","['speed-boost', 'tinted-lens', 'frisk']",86,76,86,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/469.png
470,leafeon,10,255,184,['grass'],"['leaf-guard', 'chlorophyll']",65,110,130,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/470.png
471,glaceon,8,259,184,['ice'],"['snow-cloak', 'ice-body']",65,60,110,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/471.png
472,gliscor,20,425,179,"['ground', 'flying']","['hyper-cutter', 'sand-veil', 'poison-heal']",75,95,125,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/472.png
473,mamoswine,25,2910,265,"['ice', 'ground']","['oblivious', 'snow-cloak', 'thick-fat']",110,130,80,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/473.png
474,porygon-z,9,340,268,['normal'],"['adaptability', 'download', 'analytic']",85,80,70,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/474.png
475,gallade,16,520,259,"['psychic', 'fighting']","['steadfast', 'sharpness', 'justified']",68,125,65,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/475.png
476,probopass,14,3400,184,"['rock', 'steel']","['sturdy', 'magnet-pull', 'sand-force']",60,55,145,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/476.png
477,dusknoir,22,1066,263,['ghost'],"['pressure', 'frisk']",45,100,135,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/477.png
478,froslass,13,266,168,"['ice', 'ghost']","['snow-cloak', 'cursed-body']",70,80,70,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/478.png
479,rotom,3,3,154,"['electric', 'ghost']",['levitate'],50,50,77,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/479.png
480,uxie,3,3,290,['psychic'],['levitate'],75,75,130,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/480.png
481,mesprit,3,3,290,['psychic'],['levitate'],80,105,105,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/481.png
482,azelf,3,3,290,['psychic'],['levitate'],75,125,70,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/482.png
483,dialga,54,6830,340,"['steel', 'dragon']","['pressure', 'telepathy']",100,120,120,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/483.png
484,palkia,42,3360,340,"['water', 'dragon']","['pressure', 'telepathy']",90,120,100,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/484.png
485,heatran,17,4300,300,"['fire', 'steel']","['flash-fire', 'flame-body']",91,90,106,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/485.png
486,regigigas,37,4200,335,['normal'],['slow-start'],110,160,110,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/486.png
487,giratina-altered,45,7500,340,"['ghost', 'dragon']","['pressure', 'telepathy']",150,100,120,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/487.png
488,cresselia,15,856,300,['psychic'],['levitate'],120,70,110,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/488.png
489,phione,4,31,216,['water'],['hydration'],80,80,80,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/489.png
490,manaphy,3,14,270,['water'],['hydration'],100,100,100,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/490.png
491,darkrai,15,505,270,['dark'],['bad-dreams'],70,90,90,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/491.png
492,shaymin-land,2,21,270,['grass'],['natural-cure'],100,100,100,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/492.png
493,arceus,32,3200,324,['normal'],['multitype'],120,120,120,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/493.png
494,victini,4,40,300,"['psychic', 'fire']",['victory-star'],100,100,100,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/494.png
495,snivy,6,81,62,['grass'],"['overgrow', 'contrary']",45,45,55,63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/495.png
496,servine,8,160,145,['grass'],"['overgrow', 'contrary']",60,60,75,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/496.png
497,serperior,33,630,238,['grass'],"['overgrow', 'contrary']",75,75,95,113,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/497.png
498,tepig,5,99,62,['fire'],"['blaze', 'thick-fat']",65,63,45,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/498.png
499,pignite,10,555,146,"['fire', 'fighting']","['blaze', 'thick-fat']",90,93,55,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/499.png
500,emboar,16,1500,238,"['fire', 'fighting']","['blaze', 'reckless']",110,123,65,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/500.png
501,oshawott,5,59,62,['water'],"['torrent', 'shell-armor']",55,55,45,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/501.png
